Sample Name	Well Position	FAM Ct	VIC Ct	Delta Ct	Omitted	Flag	Replicate Comments	Target	Reference	Plate ID	CN Calculated	CN Predicted	Confidence	|Z-Score|	Replicate Count	Replicates Analyzed	FAM Ct Mean	VIC Ct Mean	Delta Ct Mean	Delta Ct SD	Delta Delta Ct	RQ	Min CN	Max CN	CN Range	Sample Comments
pu262-02.HS04085807	194	25.6184	27.3257	-1.7073			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.6184	27.3257	-1.7073	0	13.2	0	0	0	0	 
pu262-02.HS04085807	206	12.4247	27.2483	-14.8236	x	OCONF	 																			
pu262-02.HS04085807	290	11.5707	27.3945	-15.8238	x	OCONF	 																			
pu262-02.HS04085807	302	25.3664	26.6096	-1.2431	x	OCONF	 																			
pu262-03.HS04085807	193	25.9832	26.6085	-0.6253			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	4	25.8218	26.5629	-0.7411	0.42	14.17	0	0	0	0	 
pu262-03.HS04085807	205	25.9963	26.5218	-0.5254			 																			
pu262-03.HS04085807	289	26.1073	26.5635	-0.4562			 																			
pu262-03.HS04085807	301	25.2004	26.5579	-1.3575			 																			
pu264-01.HS04085807	243	12.662	27.0032	-14.3412			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.56	3			4	3	12.1333	26.8187	-14.6855	0.72	0.23	0.85	1.84	4.55	2.71	 
pu264-01.HS04085807	255	25.5357	26.8213	-1.2855	x	OCONF	 																			
pu264-01.HS04085807	339	11.5132	27.0246	-15.5114			 																			
pu264-01.HS04085807	351	12.2246	26.4284	-14.2037			 																			
pu264-02.HS04085807	242	26.5447	27.3125	-0.7677			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	25.3093	27.2389	-1.9296	2	12.98	0	0	0	0	 
pu264-02.HS04085807	254	26.3552	27.1338	-0.7786			 																			
pu264-02.HS04085807	338	23.028	27.2704	-4.2424			 																			
pu264-02.HS04085807	350	12.0725	26.3418	-14.2693	x	OCONF	 																			
pu264-03.HS04085807	241	25.9809	26.8887	-0.9079	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.9354	26.9651	-1.0297	0	13.88	0	0	0	0	 
pu264-03.HS04085807	253	12.3611	26.9772	-14.6161	x	OCONF	 																			
pu264-03.HS04085807	337	25.9354	26.9651	-1.0297			 																			
pu264-03.HS04085807	349	12.1126	26.8342	-14.7216	x	OCONF	 																			
pu274-01.HS04085807	198	26.7532	28.5574	-1.8042			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	26.3277	28.6222	-2.2945	0.83	12.62	0	0	0	0	 
pu274-01.HS04085807	210	25.2649	28.5152	-3.2503			 																			
pu274-01.HS04085807	294	26.9649	28.794	-1.829			 																			
pu274-01.HS04085807	306	12.2371	28.1876	-15.9506	x	OCONF	 																			
pu274-02.HS04085807	197	25.3445	25.9339	-0.5894			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	25.3262	26.003	-0.6768	0.19	14.24	0	0	0	0	 
pu274-02.HS04085807	209	25.4976	26.049	-0.5515			 																			
pu274-02.HS04085807	293	25.1365	26.0261	-0.8896			 																			
pu274-02.HS04085807	305	undetermined	undetermined	undetermined	x	NOVIC	 																			
pu274-03.HS04085807	196	26.0694	26.4898	-0.4204			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	4	25.7033	26.4594	-0.7562	0.25	14.16	0	0	0	0	 
pu274-03.HS04085807	208	25.6814	26.4396	-0.7582			 																			
pu274-03.HS04085807	292	25.4896	26.4997	-1.0102			 																			
pu274-03.HS04085807	304	25.5727	26.4086	-0.8359			 																			
pu293-01.HS04085807	201	23.7357	27.8303	-4.0946			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	25.3513	27.6633	-2.312	1.6	12.6	0	0	0	0	 
pu293-01.HS04085807	213	12.3233	27.8568	-15.5335	x	OCONF	 																			
pu293-01.HS04085807	297	26.0588	27.8878	-1.829			 																			
pu293-01.HS04085807	309	26.2594	27.2717	-1.0123			 																			
pu293-02.HS04085807	200	25.0286	26.6341	-1.6055			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	25.4179	26.6002	-1.1823	0.65	13.73	0	0	0	0	 
pu293-02.HS04085807	212	26.1507	26.5853	-0.4346			 																			
pu293-02.HS04085807	296	25.0746	26.5813	-1.5067			 																			
pu293-02.HS04085807	308	11.7172	25.9066	-14.1894	x	OCONF	 																			
pu293-03.HS04085807	199	25.5767	26.824	-1.2473	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.4859	26.7403	-1.2544	0	13.66	0	0	0	0	 
pu293-03.HS04085807	211	25.4859	26.7403	-1.2544			 																			
pu293-03.HS04085807	295	12.7518	26.9831	-14.2314	x	OCONF	 																			
pu293-03.HS04085807	307	11.6879	26.3167	-14.6288	x	OCONF	 																			
sp085-01.HS04085807	204	26.6937	27.0186	-0.3249			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	2	27.1311	27.2503	-0.1191	0.29	14.79	0	0	0	0	 
sp085-01.HS04085807	216	27.5686	27.4819	0.0866			 																			
sp085-01.HS04085807	300	33.3166	undetermined	undetermined	x	NOVIC	 																			
sp085-01.HS04085807	312	34.2561	31.6754	2.5807	x	OCONF	 																			
sp085-02.HS04085807	203	12.8613	26.8443	-13.9831	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.6697	26.717	-1.0473	0	13.86	0	0	0	0	 
sp085-02.HS04085807	215	25.6697	26.717	-1.0473			 																			
sp085-02.HS04085807	299	35.8452	undetermined	undetermined	x	NOVIC	 																			
sp085-02.HS04085807	311	undetermined	32.9552	undetermined	x	VICET	 																			
sp085-03.HS04085807	202	13.2384	27.9414	-14.703			 	Taqman Copy Number Assay	Taqman Copy Number Reference		3.27	3			4	3	12.5062	27.5409	-15.0347	0.31	-0.12	1.09	2.6	3.99	1.4	 
sp085-03.HS04085807	214	28.0127	27.5691	0.4437	x	OCONF	 																			
sp085-03.HS04085807	298	12.4142	27.7387	-15.3244			 																			
sp085-03.HS04085807	310	11.8658	26.9425	-15.0767			 																			
tw054-01.HS04085807	244	26.5859	27.3541	-0.7681			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	26.5859	27.3541	-0.7681	0	14.14	0	0	0	0	 
tw054-01.HS04085807	256	26.9348	27.3825	-0.4477	x	OCONF	 																			
tw054-01.HS04085807	340	11.493	27.3377	-15.8448	x	OCONF	 																			
tw054-01.HS04085807	352	11.936	26.948	-15.012	x	OCONF	 																			
tw054-03.HS04085807	245	26.3078	26.7962	-0.4884			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	26.2877	26.5411	-0.2534	0.22	14.66	0	0	0	0	 
tw054-03.HS04085807	257	11.6995	26.6359	-14.9365	x	OCONF	 																			
tw054-03.HS04085807	341	26.4999	26.7208	-0.221			 																			
tw054-03.HS04085807	353	26.0555	26.1064	-0.0509			 																			
TW227-01.HS04085807	219	27.5666	27.3225	0.2441			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	27.7014	26.8291	0.8723	0.58	15.78	0	0	0	0	 
TW227-01.HS04085807	231	28.3522	26.9781	1.3741			 																			
TW227-01.HS04085807	315	12.5374	26.779	-14.2416	x	OCONF	 																			
TW227-01.HS04085807	327	27.1853	26.1866	0.9987			 																			
TW227-02.HS04085807	218	27.4301	27.1333	0.2969			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	4	27.1568	26.971	0.1858	0.38	15.1	0	0	0	0	 
TW227-02.HS04085807	230	27.5917	27.1311	0.4606			 																			
TW227-02.HS04085807	314	27.3528	26.9983	0.3545			 																			
TW227-02.HS04085807	326	26.2524	26.6213	-0.3689			 																			
TW227-03.HS04085807	217	26.933	26.9199	0.0131			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	4	26.6901	26.6164	0.0736	0.48	14.99	0	0	0	0	 
TW227-03.HS04085807	229	26.0443	26.6088	-0.5645			 																			
TW227-03.HS04085807	313	26.6527	26.3756	0.2771			 																			
TW227-03.HS04085807	325	27.1303	26.5615	0.5688			 																			
wc079-01.HS04085807	222	13.3371	26.7905	-13.4534	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.9744	26.1981	-0.2237	0	14.69	0	0	0	0	 
wc079-01.HS04085807	234	25.9744	26.1981	-0.2237			 																			
wc079-01.HS04085807	318	26.8568	26.133	0.7238	x	OCONF	 																			
wc079-01.HS04085807	330	11.3576	26.0227	-14.665	x	OCONF	 																			
wc079-02.HS04085807	221	12.6323	26.9721	-14.3398			 	Taqman Copy Number Assay	Taqman Copy Number Reference		3.17	3			4	3	12.04	27.0305	-14.9905	0.58	-0.08	1.06	2.02	4.32	2.3	 
wc079-02.HS04085807	233	11.7537	27.191	-15.4373			 																			
wc079-02.HS04085807	317	11.734	26.9285	-15.1945			 																			
wc079-02.HS04085807	329	27.6797	27.7697	-0.0899	x	OCONF	 																			
wc079-03.HS04085807	220	25.2344	26.3212	-1.0868			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.2344	26.3212	-1.0868	0	13.83	0	0	0	0	 
wc079-03.HS04085807	232	12.361	26.013	-13.652	x	OCONF	 																			
wc079-03.HS04085807	316	25.9213	25.9565	-0.0352	x	OCONF	 																			
wc079-03.HS04085807	328	11.6286	25.4049	-13.7763	x	OCONF	 																			
wc134-01.HS04085807	225	27.6208	26.7347	0.8861			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	27.2085	26.247	0.9615	0.07	15.87	0	0	0	0	 
wc134-01.HS04085807	237	11.5264	26.3439	-14.8175	x	OCONF	 																			
wc134-01.HS04085807	321	27.4923	26.4727	1.0196			 																			
wc134-01.HS04085807	333	26.5122	25.5335	0.9787			 																			
wc134-02.HS04085807	224	24.184	25.9571	-1.7731			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	24.184	25.9571	-1.7731	0	13.14	0	0	0	0	 
wc134-02.HS04085807	236	12.0398	25.6654	-13.6256	x	OCONF	 																			
wc134-02.HS04085807	320	25.0631	25.6479	-0.5848	x	OCONF	 																			
wc134-02.HS04085807	332	12.8448	25.2336	-12.3889	x	OCONF	 																			
wc134-03.HS04085807	223	13.7061	26.2947	-12.5886	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	24.6673	25.4249	-0.7576	0	14.15	0	0	0	0	 
wc134-03.HS04085807	235	26.0068	25.8585	0.1483	x	OCONF	 																			
wc134-03.HS04085807	319	11.7907	25.6638	-13.8731	x	OCONF	 																			
wc134-03.HS04085807	331	24.6673	25.4249	-0.7576			 																			
wf187-01.HS04085807	228	27.9728	25.9948	1.9779			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	3	27.0442	25.6437	1.4005	0.93	16.31	0	0	0	0	 
wf187-01.HS04085807	240	12.8357	25.6727	-12.8369	x	OCONF	 																			
wf187-01.HS04085807	324	27.6528	25.7527	1.9001			 																			
wf187-01.HS04085807	336	25.5072	25.1836	0.3236			 																			
wf187-02.HS04085807	227	26.4238	25.8061	0.6177	x	OCONF	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	1	25.6649	25.419	0.2458	0	15.16	0	0	0	0	 
wf187-02.HS04085807	239	12.5028	25.422	-12.9192	x	OCONF	 																			
wf187-02.HS04085807	323	25.6649	25.419	0.2458			 																			
wf187-02.HS04085807	335	12.8909	24.8173	-11.9264	x	OCONF	 																			
wf187-03.HS04085807	226	25.559	26.8256	-1.2667			 	Taqman Copy Number Assay	Taqman Copy Number Reference		0	0			4	4	26.0412	26.456	-0.4148	0.88	14.5	0	0	0	0	 
wf187-03.HS04085807	238	26.1239	26.9265	-0.8026			 																			
wf187-03.HS04085807	322	26.208	26.5923	-0.3843			 																			
wf187-03.HS04085807	334	26.2739	25.4796	0.7943			 																			














	
