Sample Name	Well Position	FAM Ct	VIC Ct	Delta Ct	Omitted	Flag	Replicate Comments	Target	Reference	Plate ID	CN Calculated	CN Predicted	Confidence	|Z-Score|	Replicate Count	Replicates Analyzed	FAM Ct Mean	VIC Ct Mean	Delta Ct Mean	Delta Ct SD	Delta Delta Ct	RQ	Min CN	Max CN	CN Range	Sample Comments
A6208 VHK C-s.HS01512766	267	30.9379	30.0006	0.9373			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.02	1	> 0.99	0.01	4	4	30.8429	29.8522	0.9907	0.17	0.97	0.51	0.87	1.16	0.28	 
A6208 VHK C-s.HS01512766	279	30.9593	29.75	1.2093			 																			
A6208 VHK C-s.HS01512766	363	31.2696	30.4636	0.8061			 																			
A6208 VHK C-s.HS01512766	375	30.2047	29.1945	1.0102			 																			
A6208 VHK F-s.HS01512766	269	28.2986	28.4446	-0.1459			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	> 0.99	0.05	4	4	28.0232	27.992	0.0312	0.15	0.02	0.99	1.76	2.24	0.48	 
A6208 VHK F-s.HS01512766	281	28.3099	28.1099	0.1999			 																			
A6208 VHK F-s.HS01512766	365	28.1401	28.1799	-0.0398			 																			
A6208 VHK F-s.HS01512766	377	27.3441	27.2337	0.1105			 																			
A6208 VHK M-B.HS01512766	268	27.1097	27.0012	0.1085			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	> 0.99	0.04	4	4	26.8388	26.8109	0.0279	0.09	0.01	0.99	1.88	2.15	0.28	 
A6208 VHK M-B.HS01512766	280	26.9676	26.9517	0.0159			 																			
A6208 VHK M-B.HS01512766	364	26.9516	27.041	-0.0894			 																			
A6208 VHK M-B.HS01512766	376	26.3262	26.2495	0.0767			 																			
CSc390_1.HS01512766	252	28.5615	28.602	-0.0404			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.24	2	0.98	2.04	4	4	28.8788	29.0267	-0.1479	0.18	-0.16	1.12	1.96	2.58	0.63	 
CSc390_1.HS01512766	264	29.3459	29.2976	0.0483			 																			
CSc390_1.HS01512766	348	29.2794	29.5251	-0.2457			 																			
CSc390_1.HS01512766	360	28.3284	28.6821	-0.3537			 																			
CSc390_2.HS01512766	265	26.8979	26.8216	0.0763			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.99	2	> 0.99	0.04	4	4	26.5504	26.5282	0.0222	0.07	0.01	1	1.9	2.09	0.19	 
CSc390_2.HS01512766	277	26.7038	26.6129	0.091			 																			
CSc390_2.HS01512766	361	26.6241	26.6558	-0.0317			 																			
CSc390_2.HS01512766	373	25.9757	26.0225	-0.0469			 																			
CSc390_3.HS01512766	266	27.0012	27.0001	0.0012			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.03	2	> 0.99	0.09	4	4	26.7242	26.7262	-0.002	0.11	-0.02	1.01	1.83	2.22	0.39	 
CSc390_3.HS01512766	278	27.0156	26.873	0.1426			 																			
CSc390_3.HS01512766	362	26.8943	26.91	-0.0157			 																			
CSc390_3.HS01512766	374	25.9859	26.1219	-0.136			 																			
NTC.HS01512766	274	37.8431	undetermined	undetermined	x	NTC	 	Taqman Copy Number Assay	Taqman Copy Number Reference						4	0										 
NTC.HS01512766	286	undetermined	undetermined	undetermined	x	NTC	 																			
NTC.HS01512766	370	39.3893	38.8092	0.5802	x	NTC	 																			
NTC.HS01512766	382	undetermined	undetermined	undetermined	x	NTC	 																			
pu262-01.HS01512766	195	27.3344	27.3859	-0.0515			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.11	2	> 0.99	0.53	4	4	27.1046	27.1668	-0.0622	0.12	-0.08	1.06	1.99	2.38	0.4	 
pu262-01.HS01512766	207	27.2143	27.1892	0.025			 																			
pu262-01.HS01512766	291	27.3018	27.5392	-0.2374			 																			
pu262-01.HS01512766	303	26.5679	26.5527	0.0152			 																			
pu262-02.HS01512766	194	27.6223	27.5866	0.0357			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.01	2	> 0.99	0.06	4	4	27.4499	27.4428	0.0072	0.1	-0.01	1.01	1.92	2.24	0.32	 
pu262-02.HS01512766	206	27.6054	27.529	0.0763			 																			
pu262-02.HS01512766	290	27.4683	27.616	-0.1477			 																			
pu262-02.HS01512766	302	27.1039	27.0396	0.0643			 																			
pu262-03.HS01512766	193	26.483	26.5339	-0.0509			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.05	2	> 0.99	0.19	4	4	26.4594	26.4816	-0.0223	0.12	-0.04	1.03	1.81	2.19	0.38	 
pu262-03.HS01512766	205	26.4107	26.5236	-0.113			 																			
pu262-03.HS01512766	289	26.4635	26.5492	-0.0857			 																			
pu262-03.HS01512766	301	26.4802	26.3196	0.1606			 																			
pu264-01.HS01512766	243	27.1456	27.1625	-0.0169			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	> 0.99	0.07	4	4	26.8297	26.7997	0.03	0.08	0.01	0.99	1.86	2.09	0.23	 
pu264-01.HS01512766	255	27.0144	26.8955	0.119			 																			
pu264-01.HS01512766	339	27.125	27.0593	0.0656			 																			
pu264-01.HS01512766	351	26.0337	26.0814	-0.0477			 																			
pu264-02.HS01512766	242	27.2159	27.2765	-0.0606			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.95	2	> 0.99	0.19	4	4	27.0529	27.0039	0.0489	0.08	0.03	0.98	1.86	2.11	0.25	 
pu264-02.HS01512766	254	27.2799	27.1725	0.1074			 																			
pu264-02.HS01512766	338	27.2855	27.1647	0.1208			 																			
pu264-02.HS01512766	350	26.4302	26.4021	0.0281			 																			
pu264-03.HS01512766	241	27.0055	27.062	-0.0565			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.08	2	> 0.99	0.37	4	4	26.9124	26.9555	-0.0431	0.09	-0.06	1.04	1.95	2.25	0.3	 
pu264-03.HS01512766	253	26.8958	26.8432	0.0527			 																			
pu264-03.HS01512766	337	26.9371	26.9506	-0.0135			 																			
pu264-03.HS01512766	349	26.811	26.9661	-0.155			 																			
pu274-01.HS01512766	198	27.0697	27.5069	-0.4372			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.85	3	> 0.99	0.23	4	4	26.8833	27.3787	-0.4954	0.12	-0.51	1.43	2.59	3.09	0.5	 
pu274-01.HS01512766	210	27.2464	27.6014	-0.355			 																			
pu274-01.HS01512766	294	27.0877	27.6665	-0.5788			 																			
pu274-01.HS01512766	306	26.1293	26.7399	-0.6106			 																			
pu274-02.HS01512766	197	26.2345	26.2597	-0.0252			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.99	2	> 0.99	0.06	4	3	26.1988	26.179	0.0197	0.05	0	1	1.92	2.06	0.14	 
pu274-02.HS01512766	209	26.2687	26.1909	0.0778			 																			
pu274-02.HS01512766	293	26.093	26.0864	0.0066			 																			
pu274-02.HS01512766	305	undetermined	undetermined	undetermined	x	NOVIC	 																			
pu274-03.HS01512766	196	25.9357	26.4744	-0.5388			 	Taqman Copy Number Assay	Taqman Copy Number Reference		3.04	3	> 0.99	0.01	4	4	25.9231	26.5112	-0.5881	0.11	-0.6	1.52	2.81	3.34	0.53	 
pu274-03.HS01512766	208	25.9131	26.3885	-0.4754			 																			
pu274-03.HS01512766	292	25.9061	26.6291	-0.723			 																			
pu274-03.HS01512766	304	25.9375	26.5529	-0.6154			 																			
pu293-01.HS01512766	201	27.3649	27.3405	0.0245			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.95	2	> 0.99	0.12	4	4	27.1916	27.1425	0.049	0.05	0.03	0.98	1.87	2.01	0.14	 
pu293-01.HS01512766	213	27.3727	27.2631	0.1096			 																			
pu293-01.HS01512766	297	27.2874	27.2817	0.0057			 																			
pu293-01.HS01512766	309	26.7413	26.685	0.0564			 																			
pu293-02.HS01512766	200	26.9704	26.9731	-0.0026			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.88	2	> 0.99	0.76	4	4	26.9426	26.841	0.1017	0.09	0.09	0.94	1.75	2.03	0.27	 
pu293-02.HS01512766	212	27.0813	26.8761	0.2052			 																			
pu293-02.HS01512766	296	27.0919	27.0302	0.0618			 																			
pu293-02.HS01512766	308	26.6268	26.4845	0.1423			 																			
pu293-03.HS01512766	199	26.9984	26.9521	0.0464			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.91	2	> 0.99	0.28	4	4	26.852	26.7703	0.0817	0.08	0.07	0.96	1.77	2.01	0.23	 
pu293-03.HS01512766	211	27.0178	26.9384	0.0795			 																			
pu293-03.HS01512766	295	26.9937	26.9829	0.0108			 																			
pu293-03.HS01512766	307	26.3979	26.2077	0.1902			 																			
sp085-01.HS01512766	204	26.9094	26.8386	0.0708			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.03	2	> 0.99	0.11	4	4	27.2068	27.2153	-0.0085	0.1	-0.02	1.02	1.9	2.17	0.27	 
sp085-01.HS01512766	216	27.6065	27.5156	0.0908			 																			
sp085-01.HS01512766	300	27.5151	27.6156	-0.1005			 																			
sp085-01.HS01512766	312	26.7962	26.8914	-0.0952			 																			
sp085-02.HS01512766	203	26.7935	26.7981	-0.0046			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	> 0.99	0.05	4	3	26.7493	26.7154	0.0339	0.03	0.02	0.99	1.94	2.03	0.09	 
sp085-02.HS01512766	215	26.7607	26.7156	0.0451			 																			
sp085-02.HS01512766	299	26.6938	26.6326	0.0612			 																			
sp085-02.HS01512766	311	undetermined	undetermined	undetermined	x	NOVIC	 																			
sp085-03.HS01512766	202	27.8222	27.7313	0.091			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.9	2	> 0.99	0.46	4	4	27.717	27.6293	0.0877	0.05	0.07	0.95	1.82	1.96	0.14	 
sp085-03.HS01512766	214	27.8795	27.8211	0.0584			 																			
sp085-03.HS01512766	298	27.8791	27.7258	0.1534			 																			
sp085-03.HS01512766	310	27.287	27.2391	0.0479			 																			
tw054-01.HS01512766	244	27.5269	27.5375	-0.0106			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.99	2	> 0.99	0.05	4	4	27.1355	27.1121	0.0235	0.09	0.01	0.99	1.81	2.08	0.28	 
tw054-01.HS01512766	256	27.3147	27.151	0.1637			 																			
tw054-01.HS01512766	340	27.1768	27.1922	-0.0154			 																			
tw054-01.HS01512766	352	26.5236	26.5675	-0.0439			 																			
tw054-03.HS01512766	245	26.6931	26.7805	-0.0875			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.22	2	> 0.99	1.59	4	4	26.426	26.5574	-0.1314	0.08	-0.15	1.11	2.08	2.33	0.26	 
tw054-03.HS01512766	257	26.6775	26.7146	-0.0371			 																			
tw054-03.HS01512766	341	26.6087	26.8035	-0.1948			 																			
tw054-03.HS01512766	353	25.7246	25.931	-0.2064			 																			
TW227-01.HS01512766	219	27.9711	27.8501	0.121			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.87	2	> 0.99	0.48	4	4	27.5592	27.4462	0.1131	0.13	0.1	0.93	1.69	2.09	0.4	 
TW227-01.HS01512766	231	27.7502	27.4903	0.2598			 																			
TW227-01.HS01512766	315	27.8484	27.7304	0.118			 																			
TW227-01.HS01512766	327	26.6673	26.7138	-0.0466			 																			
TW227-02.HS01512766	218	28.0064	27.9054	0.1011			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.88	2	> 0.99	0.8	4	4	27.5527	27.4505	0.1022	0.05	0.09	0.94	1.83	1.98	0.15	 
TW227-02.HS01512766	230	27.6992	27.6707	0.0285			 																			
TW227-02.HS01512766	314	27.7835	27.6386	0.1448			 																			
TW227-02.HS01512766	326	26.7217	26.5872	0.1345			 																			
TW227-03.HS01512766	217	27.4298	27.3584	0.0714			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.99	2	> 0.99	0.04	4	4	27.0359	27.0116	0.0243	0.03	0.01	0.99	1.92	2.02	0.1	 
TW227-03.HS01512766	229	27.152	27.1522	-0.0002			 																			
TW227-03.HS01512766	313	27.2843	27.2735	0.0107			 																			
TW227-03.HS01512766	325	26.2774	26.2621	0.0153			 																			
wc079-01.HS01512766	222	27.2441	27.1264	0.1177			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.95	2	> 0.99	0.05	4	4	26.8786	26.8296	0.049	0.14	0.03	0.98	1.81	2.26	0.45	 
wc079-01.HS01512766	234	27.179	27.0182	0.1607			 																			
wc079-01.HS01512766	318	26.9292	27.0918	-0.1626			 																			
wc079-01.HS01512766	330	26.1621	26.0819	0.0802			 																			
wc079-02.HS01512766	221	27.4887	27.4648	0.0239			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.92	2	> 0.99	0.29	4	4	27.1703	27.0978	0.0725	0.1	0.06	0.96	1.75	2.07	0.32	 
wc079-02.HS01512766	233	27.4484	27.2428	0.2057			 																			
wc079-02.HS01512766	317	27.4159	27.3194	0.0965			 																			
wc079-02.HS01512766	329	26.3283	26.3644	-0.0361			 																			
wc079-03.HS01512766	220	26.6191	26.6549	-0.0357			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.97	2	> 0.99	0.06	4	4	26.261	26.2251	0.0359	0.06	0.02	0.99	1.88	2.07	0.2	 
wc079-03.HS01512766	232	26.4876	26.46	0.0277			 																			
wc079-03.HS01512766	316	26.4683	26.3613	0.107			 																			
wc079-03.HS01512766	328	25.469	25.4244	0.0446			 																			
wc134-01.HS01512766	225	27.1778	27.135	0.0428			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2	2	> 0.99	0.04	4	4	26.8219	26.8028	0.0191	0.06	0	1	1.92	2.12	0.2	 
wc134-01.HS01512766	237	27.0295	26.9518	0.0777			 																			
wc134-01.HS01512766	321	26.8345	26.9003	-0.0658			 																			
wc134-01.HS01512766	333	26.246	26.2241	0.0218			 																			
wc134-02.HS01512766	224	26.5753	26.4426	0.1327			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.8	2	> 0.99	1.64	4	4	26.4402	26.2759	0.1644	0.03	0.15	0.9	1.77	1.84	0.08	 
wc134-02.HS01512766	236	26.6469	26.4543	0.1926			 																			
wc134-02.HS01512766	320	26.7722	26.5766	0.1956			 																			
wc134-02.HS01512766	332	25.7665	25.63	0.1365			 																			
wc134-03.HS01512766	223	26.5868	26.5245	0.0623			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.87	2	> 0.99	0.86	4	4	26.4696	26.3546	0.115	0.05	0.1	0.93	1.79	1.94	0.15	 
wc134-03.HS01512766	235	26.6691	26.5446	0.1244			 																			
wc134-03.HS01512766	319	26.6935	26.5136	0.1799			 																			
wc134-03.HS01512766	331	25.9291	25.8356	0.0935			 																			
wf187-01.HS01512766	228	25.9868	25.8774	0.1094			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.96	2	> 0.99	0.1	4	4	26.2932	26.2482	0.045	0.06	0.03	0.98	1.87	2.05	0.18	 
wf187-01.HS01512766	240	26.6467	26.5601	0.0866			 																			
wf187-01.HS01512766	324	26.4196	26.4129	0.0067			 																			
wf187-01.HS01512766	336	26.1196	26.1423	-0.0228			 																			
wf187-02.HS01512766	227	25.42	25.5859	-0.1659			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.01	2	> 0.99	0.07	4	4	25.3587	25.3519	0.0068	0.14	-0.01	1.01	1.86	2.27	0.41	 
wf187-02.HS01512766	239	25.3587	25.4142	-0.0555			 																			
wf187-02.HS01512766	323	25.4447	25.3202	0.1245			 																			
wf187-02.HS01512766	335	25.2112	25.0872	0.124			 																			
wf187-03.HS01512766	226	27.632	27.6298	0.0021			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.95	2	> 0.99	0.17	4	4	27.6255	27.5698	0.0557	0.09	0.04	0.97	1.77	2.02	0.25	 
wf187-03.HS01512766	238	28.0376	27.8482	0.1894			 																			
wf187-03.HS01512766	322	27.6819	27.6589	0.023			 																			
wf187-03.HS01512766	334	27.1505	27.1421	0.0084			 																			
